Asosiy Bo'lim,Subkategoriya Nomi,Havola
Uy-roʻzgʻor buyumlari,Feyerverklar va salyutlar,https://uzum.uz/uz/category/feyerverklar-va-salyutlar-10749
Uy-roʻzgʻor buyumlari,"Mukofotlar, kuboklar, tasmalar",https://uzum.uz/uz/category/mukofotlar-kuboklar-tasmalar-12743
Uy-roʻzgʻor buyumlari,Toʻy uchun tovarlar,https://uzum.uz/uz/category/toy-uchun-tovarlar-13277
Uy-roʻzgʻor buyumlari,"Sovgʻa sertifikatlari, vaucherlar",https://uzum.uz/uz/category/sovga-sertifikatlari-vaucherlar-14501
Uy-roʻzgʻor buyumlari,Pasxa uchun tovarlar,https://uzum.uz/uz/category/pasxa-uchun-tovarlar-11731
Uy-roʻzgʻor buyumlari,Hammom uchun toʻqimachilik buyumlari,https://uzum.uz/uz/category/hammom-uchun-toqimachilik-buyumlari-12251
Uy-roʻzgʻor buyumlari,Hammom uchun interyer buyumlari,https://uzum.uz/uz/category/hammom-uchun-interyer-buyumlari-12478
Uy-roʻzgʻor buyumlari,Tokchalar va skameykalar,https://uzum.uz/uz/category/tokchalar-va-skameykalar-13234
Uy-roʻzgʻor buyumlari,Chelaklar va kadkalar,https://uzum.uz/uz/category/chelaklar-va-kadkalar-12750
Uy-roʻzgʻor buyumlari,Kovshlar va cherpaklar,https://uzum.uz/uz/category/kovshlar-va-cherpaklar-13994
Uy-roʻzgʻor buyumlari,Bugʻlamalar va xushboʻy moddalar,https://uzum.uz/uz/category/buglamalar-va-xushboy-moddalar-12718
Uy-roʻzgʻor buyumlari,Hammom uchun veniklar,https://uzum.uz/uz/category/hammom-uchun-veniklar-12961
Uy-roʻzgʻor buyumlari,Tuz va hammom toshlari,https://uzum.uz/uz/category/tuz-va-hammom-toshlari-13497
Uy-roʻzgʻor buyumlari,Yogʻoch chelaklar,https://uzum.uz/uz/category/yogoch-chelaklar-12010
Uy-roʻzgʻor buyumlari,Dekor va interyer,https://uzum.uz/uz/category/dekor-va-interyer-10191
Uy-roʻzgʻor buyumlari,Toʻqimachilik,https://uzum.uz/uz/category/toqimachilik-10049
Uy-roʻzgʻor buyumlari,Hammom va sauna uchun tovarlar,https://uzum.uz/uz/category/hammom-va-sauna-uchun-10184
Uy-roʻzgʻor buyumlari,Oshxona buyumlari,https://uzum.uz/uz/category/oshxona-buyumlari-10115
Uy-roʻzgʻor buyumlari,Bayramlar uchun tovarlar,https://uzum.uz/uz/category/bayramlar-uchun-tovarlar-10118
Uy-roʻzgʻor buyumlari,Xoʻjalik buyumlari,https://uzum.uz/uz/category/xojalik-buyumlari-10110
Uy-roʻzgʻor buyumlari,Buyumlarni saqlash,https://uzum.uz/uz/category/buyumlarni-saqlash-10219
Qurilish va taʼmirlash,Elektr asboblar,https://uzum.uz/uz/category/elektr-asboblar-10131
Qurilish va taʼmirlash,Kalitlar va otvyotkalar,https://uzum.uz/uz/category/kalitlar-va-otvyotkalar-16360
Qurilish va taʼmirlash,Slesarlik asboblari,https://uzum.uz/uz/category/slesarlik-asboblari-10690
Qurilish va taʼmirlash,Kesish va arralash asboblari,https://uzum.uz/uz/category/kesish-va-arralash-asboblari-16106
Qurilish va taʼmirlash,Oʻlchov asboblari,https://uzum.uz/uz/category/olchov-asboblari-10596
Qurilish va taʼmirlash,Qo'l asboblar to'plami,https://uzum.uz/uz/category/qol-asboblar-toplami-25
Qurilish va taʼmirlash,Kavsharlash uskunalari,https://uzum.uz/uz/category/kavsharlash-uskunalari-11361
Qurilish va taʼmirlash,Montaj va mahkamlash asboblari,https://uzum.uz/uz/category/montaj-va-mahkamlash-asboblari-11512
Qurilish va taʼmirlash,Urish-dastakli asboblari,https://uzum.uz/uz/category/urish-dastakli-asboblari-10542
Qurilish va taʼmirlash,Ustaxona uchun uskunalar,https://uzum.uz/uz/category/ustaxona-uchun-uskunalar-16451
Qurilish va taʼmirlash,Payvandlash uskunalari,https://uzum.uz/uz/category/payvandlash-uskunalari-14705
Qurilish va taʼmirlash,Pnevmouskunalar,https://uzum.uz/uz/category/pnevmouskunalar-13134
Qurilish va taʼmirlash,Quvur kesuvchi pichoq,https://uzum.uz/uz/category/quvur-kesuvchi-pichoq-11256
Qurilish va taʼmirlash,Maxsus asboblar,https://uzum.uz/uz/category/maxsus-asboblar-16437
Qurilish va taʼmirlash,Pol uchun qoplamalar,https://uzum.uz/uz/category/pol-uchun-qoplamalar-16290
Qurilish va taʼmirlash,Oʻzi yopishadigan plyonka,https://uzum.uz/uz/category/ozi-yopishadigan-plyonka-16289
Qurilish va taʼmirlash,Plitka va keramogranit,https://uzum.uz/uz/category/plitka-va-keramogranit-14153
Qurilish va taʼmirlash,Osma shiplar va qismlar,https://uzum.uz/uz/category/osma-shiplar-va-qismlar-16304
Qurilish va taʼmirlash,Gul qogʻozlar,https://uzum.uz/uz/category/gul-qogozlar-14385
Qurilish va taʼmirlash,Devor panellari,https://uzum.uz/uz/category/devor-panellari-16597
Qurilish va taʼmirlash,Oshxona moykalar va komponentlar,https://uzum.uz/uz/category/oshxona-moykalar-va-komponentlar-16717
Qurilish va taʼmirlash,Dush uskunalari,https://uzum.uz/uz/category/dush-uskunalari-11748
Qurilish va taʼmirlash,Santexnika armatura va aksessuarlar,https://uzum.uz/uz/category/santexnika-armatura-va-aksessuarlar-12501
Qurilish va taʼmirlash,Hojatxonalar va o'rnatish,https://uzum.uz/uz/category/hojatxonalar-va-ornatish-17025
Qurilish va taʼmirlash,Fitinglar va butlovchi qismlar,https://uzum.uz/uz/category/fitinglar-va-butlovchi-qismlar-12617
Qurilish va taʼmirlash,Aralashtirgichlar va butlovchi qismlar,https://uzum.uz/uz/category/aralashtirgichlar-va-butlovchi-qismlar-16606
Qurilish va taʼmirlash,"Rakovinalar, yuvinish havzaslar va pyedestallar",https://uzum.uz/uz/category/rakovinalar-yuvinish-havzasi-va-16721
Qurilish va taʼmirlash,Yoritish uchun aksessuarlar,https://uzum.uz/uz/category/yoritish-uchun-aksessuarlar-12550
Qurilish va taʼmirlash,Svetodiod tasmasi,https://uzum.uz/uz/category/svetodiod-tasmasi-12416
Qurilish va taʼmirlash,Lampochkalar,https://uzum.uz/uz/category/lampochkalar-13862
Qurilish va taʼmirlash,Projektorlar,https://uzum.uz/uz/category/projektorlar-16751
Qurilish va taʼmirlash,Patronlar va perexodniklar,https://uzum.uz/uz/category/patronlar-va-perexodniklar-2645
Qurilish va taʼmirlash,Chiroqi musiqa,https://uzum.uz/uz/category/chiroqi-musiqa-2622
Qurilish va taʼmirlash,O'rnatiladigan yoritgichlar,https://uzum.uz/uz/category/ornatiladigan-yoritgichlar-16750
Qurilish va taʼmirlash,Pol va stol uchun yoritgichlar,https://uzum.uz/uz/category/pol-va-stol-uchun-16748
Qurilish va taʼmirlash,Favqulod uchun yoritgich,https://uzum.uz/uz/category/favqulod-uchun-yoritgich-17065
Qurilish va taʼmirlash,LED panellari,https://uzum.uz/uz/category/led-panellari-16704
Qurilish va taʼmirlash,Devor uchun yoritgichlar,https://uzum.uz/uz/category/devor-uchun-yoritgichlar-16749
Qurilish va taʼmirlash,Sauna uchun yoritgichlar,https://uzum.uz/uz/category/sauna-uchun-yoritgichlar-16752
Qurilish va taʼmirlash,"Rozetkalar, vilkalar va o'chirgichlar",https://uzum.uz/uz/category/rozetkalar-vilkalar-va-ochirgichlar-12231
Qurilish va taʼmirlash,Batareyalar,https://uzum.uz/uz/category/batareyalar-12222
Qurilish va taʼmirlash,To'lqinli kuchlanish himoyachilari,https://uzum.uz/uz/category/kuchlanish-stabilizatorlari-14964
Qurilish va taʼmirlash,"Tarmoq filtrlar, ajratgichlar va uzaytirgichlar",https://uzum.uz/uz/category/tarmoq-filtrlar-ajratgichlar-va-13711
Qurilish va taʼmirlash,Eshik jiringlagichlari va domofonlar,https://uzum.uz/uz/category/eshik-jiringlagichlari-va-domofonlar-12803
Qurilish va taʼmirlash,Kabellar va simlar,https://uzum.uz/uz/category/kabellar-va-simlar-12758
Qurilish va taʼmirlash,Quyosh panellari,https://uzum.uz/uz/category/quyosh-panellari-16257
Qurilish va taʼmirlash,Avtomatik suv taʼminoti uchun,https://uzum.uz/uz/category/avtomatik-suv-taminoti-uchun-14209
Qurilish va taʼmirlash,Rezervuardan tortib chiqarish uchun,https://uzum.uz/uz/category/rezervuardan-tortib-chiqarish-uchun-13112
Qurilish va taʼmirlash,Hududni sugʻorish uchun,https://uzum.uz/uz/category/hududni-sugorish-uchun-13356
Qurilish va taʼmirlash,Avtomatika va butlovchi qismlar,https://uzum.uz/uz/category/avtomatika-va-butlovchi-qismlar-13943
Qurilish va taʼmirlash,Bosimni oshirish uchun,https://uzum.uz/uz/category/bosimni-oshirish-uchun-13492
Qurilish va taʼmirlash,Teskari osmos tizimlari,https://uzum.uz/uz/category/teskari-osmos-tizimlari-16817
Qurilish va taʼmirlash,Kanalizatsiya uchun,https://uzum.uz/uz/category/kanalizatsiya-uchun-14121
Qurilish va taʼmirlash,Suvni tozalash va filtrlash,https://uzum.uz/uz/category/suvni-tozalash-va-filtrlash-12413
Qurilish va taʼmirlash,Qurilish tasmalari,https://uzum.uz/uz/category/qurilish-tasmalari-12002
Qurilish va taʼmirlash,Izolyatsiya lentalari,https://uzum.uz/uz/category/izolyatsiya-lentalari-12473
Qurilish va taʼmirlash,Abraziv moddalar,https://uzum.uz/uz/category/abraziv-moddalar-13838
Qurilish va taʼmirlash,"Drellar, o'ymakorlar va shurup buragichlar uchun",https://uzum.uz/uz/category/drellar-oymakorlar-va-shurup-12734
Qurilish va taʼmirlash,Doiralar va disklar,https://uzum.uz/uz/category/doiralar-va-disklar-13111
Qurilish va taʼmirlash,Ta'mirlash uchun materiallar,https://uzum.uz/uz/category/tamirlash-uchun-materiallar-16595
Qurilish va taʼmirlash,Elektr generatorlari,https://uzum.uz/uz/category/elektr-generatorlari-16285
Qurilish va taʼmirlash,Kompressor stantsiyasi,https://uzum.uz/uz/category/kompressor-stantsiyasi-13811
Qurilish va taʼmirlash,Boshqa qurilish uskunalari,https://uzum.uz/uz/category/boshqa-qurilish-uskunalari-13735
Qurilish va taʼmirlash,Sanoat va qurilish changyutgichlari,https://uzum.uz/uz/category/chang-yutgichlar-2892
Qurilish va taʼmirlash,Beton aralashtirgich,https://uzum.uz/uz/category/beton-aralashtirgich-16286
Qurilish va taʼmirlash,Furnitura,https://uzum.uz/uz/category/furnitura-10645
Qurilish va taʼmirlash,Qisqichlar va bog'ichlar,https://uzum.uz/uz/category/qisqichlar-va-bogichlar-22
Qurilish va taʼmirlash,Burchaklar va ushlagichlar,https://uzum.uz/uz/category/burchaklar-va-ushlagichlar-13730
Qurilish va taʼmirlash,Mixlar,https://uzum.uz/uz/category/mixlar-13646
Qurilish va taʼmirlash,Shuruplar va samorezlar,https://uzum.uz/uz/category/shuruplar-va-samorezlar-12861
Qurilish va taʼmirlash,Dyubellar,https://uzum.uz/uz/category/dyubellar-11786
Qurilish va taʼmirlash,Shaybalar va gaykalar,https://uzum.uz/uz/category/shaybalar-va-gaykalar-13655
Qurilish va taʼmirlash,Zaklyopkalar,https://uzum.uz/uz/category/zaklyopkalar-12402
Qurilish va taʼmirlash,Vintlar va murvatlar,https://uzum.uz/uz/category/vintlar-va-murvatlar-13813
Qurilish va taʼmirlash,Mayda metall buyumlar,https://uzum.uz/uz/category/mayda-metall-buyumlar-11792
Qurilish va taʼmirlash,Anker murvatlari,https://uzum.uz/uz/category/anker-murvatlari-13168
Qurilish va taʼmirlash,Mahkamlovchi shtangalar,https://uzum.uz/uz/category/mahkamlovchi-shtangalar-11671
Qurilish va taʼmirlash,Takelaj,https://uzum.uz/uz/category/takelaj-13349
Qurilish va taʼmirlash,Qurilish shpilkalari,https://uzum.uz/uz/category/qurilish-shpilkalari-12516
Qurilish va taʼmirlash,Qurilish koʻzoynaklari,https://uzum.uz/uz/category/qurilish-kozoynaklari-14057
Qurilish va taʼmirlash,Xavfsizlik uskunalari,https://uzum.uz/uz/category/xavfsizlik-uskunalari-12212
Qurilish va taʼmirlash,Himoya niqoblari,https://uzum.uz/uz/category/himoya-niqoblari-13899
Qurilish va taʼmirlash,Himoya qoʻlqoplari,https://uzum.uz/uz/category/himoya-qolqoplari-12598
Qurilish va taʼmirlash,Shovqinni bosuvchi quloqchinlar va quloq tiqinlari,https://uzum.uz/uz/category/shovqinni-bosuvchi-quloqchinlar-va-12925
Qurilish va taʼmirlash,Respiratorlar va himoya niqoblari,https://uzum.uz/uz/category/respiratorlar-va-himoya-niqoblari-14253
Qurilish va taʼmirlash,Sochiq quritgichlar,https://uzum.uz/uz/category/sochiq-quritgichlar-11893
Qurilish va taʼmirlash,Sharli kranlar,https://uzum.uz/uz/category/sharli-kranlar-125
Qurilish va taʼmirlash,Radiator bog'lovchilar,https://uzum.uz/uz/category/radiator-boglovchilar-14663
Qurilish va taʼmirlash,Radiatorlar,https://uzum.uz/uz/category/isitish-radiatorlar-14677
Qurilish va taʼmirlash,Issiq pollar,https://uzum.uz/uz/category/issiq-pollar-14667
Qurilish va taʼmirlash,Isitish konvektorlari,https://uzum.uz/uz/category/isitish-konvektorlari-17010
Qurilish va taʼmirlash,Havo va shlam separatorlari,https://uzum.uz/uz/category/havo-va-shlam-separatorlari-126
Qurilish va taʼmirlash,Isitish qozonlari,https://uzum.uz/uz/category/isitish-qozonlari-16517
Qurilish va taʼmirlash,Kengaytiradigan baklar,https://uzum.uz/uz/category/kengaytiradigan-baklar-90
Qurilish va taʼmirlash,Havoni tortuvchi ventilyatorlar,https://uzum.uz/uz/category/havoni-tortuvchi-ventilyatorlar-11951
Qurilish va taʼmirlash,Kanalli ventilyatorlar,https://uzum.uz/uz/category/kanalli-ventilyatorlar-13760
Qurilish va taʼmirlash,Shamollatish panjaralari va revizion lyuklar,https://uzum.uz/uz/category/shamollatish-panjaralari-va-revizion-13591
Qurilish va taʼmirlash,Shamollatish moslamalari,https://uzum.uz/uz/category/shamollatish-moslamalari-14004
Qurilish va taʼmirlash,Havo kanallari va butlovchi qismlar,https://uzum.uz/uz/category/havo-kanallari-va-butlovchi-13136
Qurilish va taʼmirlash,Bo'yash va pardozlash uchun asboblar,https://uzum.uz/uz/category/boyash-va-pardozlash-uchun-10438
Qurilish va taʼmirlash,Yelim va germetikalar,https://uzum.uz/uz/category/yelim-va-germetikalar-11833
Qurilish va taʼmirlash,Aerozol bo'yoqlari,https://uzum.uz/uz/category/aerozol-boyoqlari-15899
Qurilish va taʼmirlash,Bo‘yoqlar,https://uzum.uz/uz/category/boyoqlar-15912
Qurilish va taʼmirlash,Ta’mirlash uchun materiallar,https://uzum.uz/uz/category/tamirlash-uchun-materiallar-17406
Qurilish va taʼmirlash,Qurilish laklari,https://uzum.uz/uz/category/qurilish-laklari-15900
Qurilish va taʼmirlash,Gruntovka,https://uzum.uz/uz/category/gruntovka-15888
Qurilish va taʼmirlash,Propitkalar,https://uzum.uz/uz/category/propitkalar-15898
Qurilish va taʼmirlash,Erituvchilar va tozalagichlar,https://uzum.uz/uz/category/erituvchilar-va-tozalagichlar-17407
Qurilish va taʼmirlash,Ventilyatsiya,https://uzum.uz/uz/category/ventilyatsiya-10120
Qurilish va taʼmirlash,Uy va bogʻ uchun suv taʼminoti,https://uzum.uz/uz/category/uy-va-bog-uchun-10161
Qurilish va taʼmirlash,"Eshiklar, derazalar va butlovchi qismlar",https://uzum.uz/uz/category/eshiklar-derazalar-va-butlovchi-15985
Qurilish va taʼmirlash,Asboblar,https://uzum.uz/uz/category/asboblar-15835
Qurilish va taʼmirlash,Mahkamlagichlar va armatura,https://uzum.uz/uz/category/mahkamlagichlar-va-armatura-10539
Qurilish va taʼmirlash,Bo'yoq va lak materiallari,https://uzum.uz/uz/category/boyoq-va-lak-materiallari-16603
Qurilish va taʼmirlash,Yoritish,https://uzum.uz/uz/category/yoritish-10127
Qurilish va taʼmirlash,Qurilish-pardoz materiallari,https://uzum.uz/uz/category/qurilishpardoz-materiallari-10078
Qurilish va taʼmirlash,Isitish,https://uzum.uz/uz/category/isitish-89
Qurilish va taʼmirlash,Materiallar va jihozlar,https://uzum.uz/uz/category/materiallar-va-jihozlar-10163
Qurilish va taʼmirlash,Santexnika,https://uzum.uz/uz/category/santexnika-10159
Qurilish va taʼmirlash,Shaxsiy himoya vositalari,https://uzum.uz/uz/category/shaxsiy-himoya-vositalari-10804
Qurilish va taʼmirlash,Qurilish uskunalari,https://uzum.uz/uz/category/qurilish-uskunalari-10040
Qurilish va taʼmirlash,Qurilish materiallari,https://uzum.uz/uz/category/qurilish-materiallari-17364
Qurilish va taʼmirlash,Elektrika,https://uzum.uz/uz/category/elektrika-10138
Avtotovarlar,Videoregistratorlar,https://uzum.uz/uz/category/videoregistratorlar-11860
Avtotovarlar,Avtomobil uchun zaryadlash qurilmalari,https://uzum.uz/uz/category/avtomobil-uchun-zaryadlash-qurilmalari-14504
Avtotovarlar,Avtosignalizatsiyalar,https://uzum.uz/uz/category/avtosignalizatsiyalar-12766
Avtotovarlar,Ventilyatorlar va havo namlantirgichlar,https://uzum.uz/uz/category/ventilyatorlar-va-havo-namlantirgichlar-13440
Avtotovarlar,Avtomobil monitorlari,https://uzum.uz/uz/category/avtomobil-monitorlari-13074
Avtotovarlar,Radar detektorlar,https://uzum.uz/uz/category/radar-detektorlar-13557
Avtotovarlar,Avtomobil proyektorlari,https://uzum.uz/uz/category/avtomobil-proyektorlari-12912
Avtotovarlar,Alkotesterlar,https://uzum.uz/uz/category/alkotesterlar-77
Avtotovarlar,Orqani koʻrish kameralari,https://uzum.uz/uz/category/orqani-korish-kameralari-14127
Avtotovarlar,Oʻt oldirish viklyuchatellari,https://uzum.uz/uz/category/ot-oldirish-viklyuchatellari-12450
Avtotovarlar,GPS-navigatorlar,https://uzum.uz/uz/category/gps-navigatorlar-13526
Avtotovarlar,Videoregistratorlar uchun aksessuarlar,https://uzum.uz/uz/category/videoregistratorlar-uchun-aksessuarlar-12410
Avtotovarlar,Avtomobil video kuzatuv tizimlari,https://uzum.uz/uz/category/avtomobil-video-kuzatuv-tizimlari-12003
Avtotovarlar,Bort kompyuterlari,https://uzum.uz/uz/category/bort-kompyuterlari-14040
Avtotovarlar,Tamakini tutatish rozetkalari va kabellari,https://uzum.uz/uz/category/tamakini-tutatish-rozetkalari-va-12852
Avtotovarlar,Yuguruvchi yozuvlar tasmasi,https://uzum.uz/uz/category/yuguruvchi-yozuvlar-tasmasi-14197
Avtotovarlar,Shinalar bosimi datchiklari,https://uzum.uz/uz/category/shinalar-bosimi-datchiklari-11883
Avtotovarlar,Isitish elementlari,https://uzum.uz/uz/category/isitish-elementlari-13922
Avtotovarlar,Tamaki tutatkichda ishlaydigan kipyatilniklar,https://uzum.uz/uz/category/tamaki-tutatkichda-ishlaydigan-kipyatilniklar-11997
Avtotovarlar,Avtomobillar uchun quvvat bloklari,https://uzum.uz/uz/category/avtomobillar-uchun-quvvat-bloklari-13385
Avtotovarlar,Avtomobil televizorlari,https://uzum.uz/uz/category/avtomobil-televizorlari-11837
Avtotovarlar,Avtomobillar uchun baland aloqa,https://uzum.uz/uz/category/avtomobillar-uchun-baland-aloqa-13287
Avtotovarlar,GPS signalini kamaytirgichlar,https://uzum.uz/uz/category/gps-signalini-kamaytirgichlar-13829
Avtotovarlar,Elektr dvigatellari,https://uzum.uz/uz/category/elektr-dvigatellari-12835
Avtotovarlar,Transponderlar,https://uzum.uz/uz/category/transponderlar-14059
Avtotovarlar,Boshqa avtomobil aksessuarlari,https://uzum.uz/uz/category/boshqa-avtomobil-aksessuarlari-2615
Avtotovarlar,Salon uchun jihozlar,https://uzum.uz/uz/category/salon-uchun-jihozlar-10502
Avtotovarlar,Avtomobil uchun suvenirlar,https://uzum.uz/uz/category/avtomobil-uchun-suvenirlar-10810
Avtotovarlar,Tyuning va tashqi bezak,https://uzum.uz/uz/category/tyuning-va-tashqi-bezak-10865
Avtotovarlar,Jildlar va organayzerlar,https://uzum.uz/uz/category/jildlar-va-organayzerlar-10617
Avtotovarlar,Avtomobil kuzovi himoyasi,https://uzum.uz/uz/category/avtomobil-kuzovi-himoyasi-10428
Avtotovarlar,Avariya holatlari uchun zarur anjomlar,https://uzum.uz/uz/category/avariya-holatlari-uchun-zarur-10422
Avtotovarlar,Yuk tashish,https://uzum.uz/uz/category/yuk-tashish-11423
Avtotovarlar,Avtomobillar uchun kolonkalar,https://uzum.uz/uz/category/avtomobillar-uchun-kolonkalar-13198
Avtotovarlar,Avtomagnitolalar,https://uzum.uz/uz/category/avtomagnitolalar-12735
Avtotovarlar,Avtomobillar uchun kuchaytirgichlar,https://uzum.uz/uz/category/avtomobillar-uchun-kuchaytirgichlar-12989
Avtotovarlar,Avtomobillar uchun sabvuferlar,https://uzum.uz/uz/category/avtomobillar-uchun-sabvuferlar-13897
Avtotovarlar,FM-transmitterlari,https://uzum.uz/uz/category/fm-transmitterlari-13668
Avtotovarlar,Avtotovush uchun aksessuarlar,https://uzum.uz/uz/category/avtotovush-uchun-aksessuarlar-12235
Avtotovarlar,Avtomobil antennalari,https://uzum.uz/uz/category/avtomobil-antennalari-12827
Avtotovarlar,Avtotovush oʻrnatish,https://uzum.uz/uz/category/avtotovush-ornatish-12871
Avtotovarlar,Bosh qurilma,https://uzum.uz/uz/category/bosh-qurilma-12388
Avtotovarlar,TXK uchun ehtiyot qismlar,https://uzum.uz/uz/category/txk-uchun-ehtiyot-qismlar-13630
Avtotovarlar,Boshqa avtomobil qismlari,https://uzum.uz/uz/category/boshqa-avtomobil-qismlari-14189
Avtotovarlar,Avto chiroqlar,https://uzum.uz/uz/category/avto-chiroqlar-12122
Avtotovarlar,Tormoz tizimi,https://uzum.uz/uz/category/tormoz-tizimi-13071
Avtotovarlar,Old oyna tozalagichlar,https://uzum.uz/uz/category/old-oyna-tozalagichlar-12105
Avtotovarlar,Podveska,https://uzum.uz/uz/category/podveska-12796
Avtotovarlar,Kuzov ehtiyot qismlari,https://uzum.uz/uz/category/kuzov-ehtiyot-qismlari-11737
Avtotovarlar,Elektr uskuna,https://uzum.uz/uz/category/elektr-uskuna-13645
Avtotovarlar,Rul boshqaruvi,https://uzum.uz/uz/category/rul-boshqaruvi-13380
Avtotovarlar,Dvigatel,https://uzum.uz/uz/category/dvigatel-12098
Avtotovarlar,Osma uskunalar privodi,https://uzum.uz/uz/category/osma-uskunalar-privodi-13772
Avtotovarlar,Podshipniklar,https://uzum.uz/uz/category/podshipniklar-11557
Avtotovarlar,Transmissiya,https://uzum.uz/uz/category/transmissiya-11996
Avtotovarlar,Yog' muhrlari,https://uzum.uz/uz/category/yog-muhrlari-13361
Avtotovarlar,Quvvat tizimi,https://uzum.uz/uz/category/quvvat-tizimi-13747
Avtotovarlar,Yoqilgʻi tizimi,https://uzum.uz/uz/category/yoqilgi-tizimi-13002
Avtotovarlar,Pedal boshqaruvi,https://uzum.uz/uz/category/pedal-boshqaruvi-11852
Avtotovarlar,Isitgich va konditsioner,https://uzum.uz/uz/category/isitgich-va-konditsioner-12915
Avtotovarlar,Shisha va faralarni tozalash tizimlari,https://uzum.uz/uz/category/shisha-va-faralarni-tozalash-11943
Avtotovarlar,Avtomobil aromatizatorlari,https://uzum.uz/uz/category/avtomobil-aromatizatorlari-13056
Avtotovarlar,"Choʻtkalar, gubkalar, salfetkalar",https://uzum.uz/uz/category/chotkalar-gubkalar-salfetkalar-12079
Avtotovarlar,Avtomobil uchun tozalash vositalari,https://uzum.uz/uz/category/avtomobil-uchun-tozalash-vositalari-13741
Avtotovarlar,Avtomobil changyutgichlari,https://uzum.uz/uz/category/avtomobil-changyutgichlari-11631
Avtotovarlar,Vosklar va polirollar,https://uzum.uz/uz/category/vosklar-va-polirollar-12447
Avtotovarlar,Oyna va faralar parvarishi,https://uzum.uz/uz/category/oyna-va-faralar-parvarishi-11908
Avtotovarlar,Qoplamalar va isitgichlar,https://uzum.uz/uz/category/qoplamalar-va-isitgichlar-13599
Avtotovarlar,Avtomobil kuzovi himoyasi,https://uzum.uz/uz/category/avtomobil-kuzovi-himoyasi-13865
Avtotovarlar,Boʻyoqlar va gruntovkalar,https://uzum.uz/uz/category/boyoqlar-va-gruntovkalar-12012
Avtotovarlar,Qirilgan joylarni taʼmirlash uchun vositalar,https://uzum.uz/uz/category/qirilgan-joylarni-tamirlash-uchun-11927
Avtotovarlar,Qulflar va shishalarni muzdan eritish moslamalari,https://uzum.uz/uz/category/qulflar-va-shishalarni-muzdan-11918
Avtotovarlar,Antigraviy,https://uzum.uz/uz/category/antigraviy-13476
Avtotovarlar,Avtomobil uchun quritkichlar,https://uzum.uz/uz/category/avtomobil-uchun-quritkichlar-14120
Avtotovarlar,Mototsiklchilar uchun ekipirovka,https://uzum.uz/uz/category/mototsiklchilar-uchun-ekipirovka-12872
Avtotovarlar,Moto-aksessuarlar,https://uzum.uz/uz/category/moto-aksessuarlar-13910
Avtotovarlar,Skuterlar,https://uzum.uz/uz/category/skuterlar-12140
Avtotovarlar,Mototexnikalar uchun asboblar va ehtiyot qismlar,https://uzum.uz/uz/category/mototexnikalar-uchun-asboblar-va-14020
Avtotovarlar,Mototexnika,https://uzum.uz/uz/category/mototexnika-17439
Avtotovarlar,Motokimyo,https://uzum.uz/uz/category/motokimyo-13592
Avtotovarlar,Qorda yuradigan avtomashina,https://uzum.uz/uz/category/qorda-yuradigan-avtomashina-12307
Avtotovarlar,Shina va disk aksessuarlari,https://uzum.uz/uz/category/shina-va-disk-aksessuarlari-17440
Avtotovarlar,Shinalar,https://uzum.uz/uz/category/shinalar-12947
Avtotovarlar,Disklar,https://uzum.uz/uz/category/disklar-11890
Avtotovarlar,Shina va disklarni parvarish qilish,https://uzum.uz/uz/category/shina-va-disklarni-parvarish-11589
Avtotovarlar,Kameralar,https://uzum.uz/uz/category/kameralar-12592
Avtotovarlar,Gʻildirak qoplamalari,https://uzum.uz/uz/category/gildirak-qoplamalari-12141
Avtotovarlar,Motoshinalar,https://uzum.uz/uz/category/motoshinalar-13721
Avtotovarlar,Motor moylari,https://uzum.uz/uz/category/motor-moylari-12688
Avtotovarlar,Antifrizlar,https://uzum.uz/uz/category/antifrizlar-11640
Avtotovarlar,Moylash materiallari,https://uzum.uz/uz/category/moylash-materiallari-12830
Avtotovarlar,Yuvish va tozalash vositalari,https://uzum.uz/uz/category/yuvish-va-tozalash-vositalari-13606
Avtotovarlar,Yuvish suyuqliklari,https://uzum.uz/uz/category/yuvish-suyuqliklari-11966
Avtotovarlar,Transmissiya moylari,https://uzum.uz/uz/category/transmissiya-moylari-13561
Avtotovarlar,Yelim va germetikalar,https://uzum.uz/uz/category/yelim-va-germetikalar-11822
Avtotovarlar,Prisadkalar va qoʻshimchalar,https://uzum.uz/uz/category/prisadkalar-va-qoshimchalar-12306
Avtotovarlar,Avtokimyo toʻplamlari,https://uzum.uz/uz/category/avtokimyo-toplamlari-12459
Avtotovarlar,Antikorlar,https://uzum.uz/uz/category/antikorlar-14139
Avtotovarlar,Distillangan suv va elektrolitlar,https://uzum.uz/uz/category/distillangan-suv-va-elektrolitlar-17305
Avtotovarlar,Maxsus yogʻlar,https://uzum.uz/uz/category/maxsus-yoglar-12890
Avtotovarlar,Tormoz suyuqliklari,https://uzum.uz/uz/category/tormoz-suyuqliklari-11920
Avtotovarlar,Gidravlik suyuqliklar va moylar,https://uzum.uz/uz/category/gidravlik-suyuqliklar-va-moylar-13695
Avtotovarlar,Havo filtri uchun shimdirgichlar,https://uzum.uz/uz/category/havo-filtri-uchun-shimdirgichlar-13600
Avtotovarlar,Qoʻllarni tozalash vositalari,https://uzum.uz/uz/category/qollarni-tozalash-vositalari-14239
